Journal name,ISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
AMERICAN JOURNAL OF REPRODUCTIVE IMMUNOLOGY,1600-0897,REPRODUCTIVE BIOLOGY - SCIE,7359,3.886,Q2,0.91,8.45%
REPRODUCTIVE BIOMEDICINE ONLINE,1472-6491,REPRODUCTIVE BIOLOGY - SCIE,9200,3.828,Q2,1.11,7.34%
Plant Reproduction,2194-7961,REPRODUCTIVE BIOLOGY - SCIE,616,3.767,Q2,1.01,29.87%
PLACENTA,1532-3102,REPRODUCTIVE BIOLOGY - SCIE,11792,3.481,Q2,1.07,7.42%
JOURNAL OF ASSISTED REPRODUCTION AND GENETICS,1573-7330,REPRODUCTIVE BIOLOGY - SCIE,7604,3.412,Q2,0.95,9.90%
Reproductive Medicine and Biology,1447-0578,REPRODUCTIVE BIOLOGY - SCIE,1014,3.239,Q2,0.87,100.00%
REPRODUCTIVE TOXICOLOGY,1873-1708,REPRODUCTIVE BIOLOGY - SCIE,8226,3.143,Q3,0.95,9.09%
Systems Biology in Reproductive Medicine,1939-6376,REPRODUCTIVE BIOLOGY - SCIE,1278,3.061,Q3,0.9,2.68%
Reproductive Sciences,1933-7205,REPRODUCTIVE BIOLOGY - SCIE,5273,3.06,Q3,1.06,5.80%
Human Fertility,1742-8149,REPRODUCTIVE BIOLOGY - SCIE,867,2.767,Q3,0.82,4.23%
THERIOGENOLOGY,1879-3231,REPRODUCTIVE BIOLOGY - SCIE,22060,2.74,Q3,1.23,3.29%
MOLECULAR REPRODUCTION AND DEVELOPMENT,1098-2795,REPRODUCTIVE BIOLOGY - SCIE,6864,2.609,Q3,0.58,5.14%
European Journal of Obstetrics & Gynecology and Reproductive Biology,1872-7654,REPRODUCTIVE BIOLOGY - SCIE,13650,2.435,Q3,0.73,1.33%
Reproductive Biology,1642-431X,REPRODUCTIVE BIOLOGY - SCIE,1204,2.376,Q4,0.68,4.61%
REPRODUCTION FERTILITY AND DEVELOPMENT,1448-5990,REPRODUCTIVE BIOLOGY - SCIE,5139,2.311,Q4,0.82,5.45%
JOURNAL OF REPRODUCTION AND DEVELOPMENT,0916-8818,REPRODUCTIVE BIOLOGY - SCIE,2665,2.214,Q4,0.87,91.90%
ANIMAL REPRODUCTION SCIENCE,1873-2232,REPRODUCTIVE BIOLOGY - SCIE,9840,2.145,Q4,0.93,2.68%
REPRODUCTION IN DOMESTIC ANIMALS,1439-0531,REPRODUCTIVE BIOLOGY - SCIE,6201,2.005,Q4,0.84,4.14%
ZYGOTE,1469-8730,REPRODUCTIVE BIOLOGY - SCIE,1372,1.442,Q4,0.36,2.09%
SEMINARS IN REPRODUCTIVE MEDICINE,1526-4564,REPRODUCTIVE BIOLOGY - SCIE,2569,1.303,Q4,0.64,1.02%
INVERTEBRATE REPRODUCTION & DEVELOPMENT,2157-0272,REPRODUCTIVE BIOLOGY - SCIE,928,0.952,Q4,0.37,0.00%
Lancet Respiratory Medicine,2213-2600,RESPIRATORY SYSTEM - SCIE,22278,30.7,Q1,6.48,10.36%
AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,1535-4970,RESPIRATORY SYSTEM - SCIE,76608,21.405,Q1,4.09,11.41%
EUROPEAN RESPIRATORY JOURNAL,1399-3003,RESPIRATORY SYSTEM - SCIE,53361,16.671,Q1,2.97,19.81%
Journal of Thoracic Oncology,1556-1380,RESPIRATORY SYSTEM - SCIE,24405,15.609,Q1,2.75,16.47%
JOURNAL OF HEART AND LUNG TRANSPLANTATION,1557-3117,RESPIRATORY SYSTEM - SCIE,15107,10.247,Q1,2.34,4.94%
CHEST,1931-3543,RESPIRATORY SYSTEM - SCIE,58778,9.41,Q1,2.08,6.24%
THORAX,1468-3296,RESPIRATORY SYSTEM - SCIE,26629,9.139,Q1,2.29,31.09%
European Respiratory Review,1600-0617,RESPIRATORY SYSTEM - SCIE,4369,8.839,Q1,1.59,100.00%
AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY,1535-4989,RESPIRATORY SYSTEM - SCIE,15280,6.914,Q1,1.31,1.88%
Annals of the American Thoracic Society,2325-6621,RESPIRATORY SYSTEM - SCIE,9131,6.831,Q1,1.44,7.76%
Translational Lung Cancer Research,2226-4477,RESPIRATORY SYSTEM - SCIE,3169,6.498,Q1,0.91,89.49%
RESPIROLOGY,1440-1843,RESPIRATORY SYSTEM - SCIE,8712,6.424,Q1,1.33,8.09%
LUNG CANCER,1872-8332,RESPIRATORY SYSTEM - SCIE,15504,5.705,Q1,1.26,12.44%
RESPIRATORY RESEARCH,1465-993X,RESPIRATORY SYSTEM - SCIE,11042,5.631,Q1,1.22,100.00%
Journal of Cystic Fibrosis,1873-5010,RESPIRATORY SYSTEM - SCIE,5945,5.482,Q1,1.31,13.65%
AMERICAN JOURNAL OF PHYSIOLOGY-LUNG CELLULAR AND MOLECULAR PHYSIOLOGY,1522-1504,RESPIRATORY SYSTEM - SCIE,16880,5.464,Q1,1.38,4.95%
JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY,1097-685X,RESPIRATORY SYSTEM - SCIE,33066,5.209,Q2,1.4,4.05%
ARCHIVOS DE BRONCONEUMOLOGIA,1579-2129,RESPIRATORY SYSTEM - SCIE,2531,4.872,Q2,0.9,0.00%
ANNALS OF THORACIC SURGERY,1552-6259,RESPIRATORY SYSTEM - SCIE,41620,4.33,Q2,1.18,0.34%
Journal of Asthma and Allergy,1178-6965,RESPIRATORY SYSTEM - SCIE,882,4.258,Q2,0.75,100.00%
EUROPEAN JOURNAL OF CARDIO-THORACIC SURGERY,1873-734X,RESPIRATORY SYSTEM - SCIE,18818,4.191,Q2,1.17,6.03%
Therapeutic Advances in Respiratory Disease,1753-4666,RESPIRATORY SYSTEM - SCIE,1281,4.031,Q2,0.75,100.00%
Expert Review of Respiratory Medicine,1747-6356,RESPIRATORY SYSTEM - SCIE,2481,3.772,Q2,0.7,2.87%
RESPIRATION,1423-0356,RESPIRATORY SYSTEM - SCIE,5515,3.58,Q2,0.93,13.39%
Pulmonology,2531-0437,RESPIRATORY SYSTEM - SCIE,509,3.575,Q2,0.73,100.00%
Thoracic Cancer,1759-7714,RESPIRATORY SYSTEM - SCIE,3140,3.5,Q2,0.7,99.90%
RESPIRATORY MEDICINE,1532-3064,RESPIRATORY SYSTEM - SCIE,14459,3.415,Q2,0.82,5.17%
PULMONARY PHARMACOLOGY & THERAPEUTICS,1094-5539,RESPIRATORY SYSTEM - SCIE,3297,3.41,Q2,0.95,14.58%
Chronic Obstructive Pulmonary Diseases-Journal of the COPD Foundation,2372-952X,RESPIRATORY SYSTEM - SCIE,479,3.39,Q2,0.62,0.00%
International Journal of Chronic Obstructive Pulmonary Disease,1178-2005,RESPIRATORY SYSTEM - SCIE,8077,3.355,Q2,0.81,100.00%
BMC Pulmonary Medicine,1471-2466,RESPIRATORY SYSTEM - SCIE,5581,3.317,Q2,0.79,100.00%
Journal of Breath Research,1752-7163,RESPIRATORY SYSTEM - SCIE,2296,3.262,Q2,0.87,21.46%
CURRENT OPINION IN PULMONARY MEDICINE,1531-6971,RESPIRATORY SYSTEM - SCIE,3373,3.155,Q3,0.63,2.75%
TUBERCULOSIS,1472-9792,RESPIRATORY SYSTEM - SCIE,3832,3.131,Q3,0.64,13.25%
SEMINARS IN RESPIRATORY AND CRITICAL CARE MEDICINE,1098-9048,RESPIRATORY SYSTEM - SCIE,2733,3.119,Q3,0.46,0.00%
PEDIATRIC PULMONOLOGY,1099-0496,RESPIRATORY SYSTEM - SCIE,9235,3.039,Q3,0.98,7.60%
Pulmonary Circulation,2045-8940,RESPIRATORY SYSTEM - SCIE,2397,3.017,Q3,0.59,98.56%
Journal of Thoracic Disease,2077-6624,RESPIRATORY SYSTEM - SCIE,14062,2.895,Q3,0.53,68.53%
CLINICS IN CHEST MEDICINE,1557-8216,RESPIRATORY SYSTEM - SCIE,3362,2.878,Q3,0.82,0.52%
npj Primary Care Respiratory Medicine,2055-1010,RESPIRATORY SYSTEM - SCIE,1079,2.871,Q3,1.03,100.00%
Journal of Aerosol Medicine and Pulmonary Drug Delivery,1941-2703,RESPIRATORY SYSTEM - SCIE,1660,2.849,Q3,0.75,21.37%
Sleep and Breathing,1522-1709,RESPIRATORY SYSTEM - SCIE,4728,2.816,Q3,0.72,12.37%
Paediatric Respiratory Reviews,1526-0550,RESPIRATORY SYSTEM - SCIE,2234,2.726,Q3,1.02,4.73%
JOURNAL OF CARDIOTHORACIC AND VASCULAR ANESTHESIA,1532-8422,RESPIRATORY SYSTEM - SCIE,7080,2.628,Q3,0.58,2.07%
Jornal Brasileiro de Pneumologia,1806-3756,RESPIRATORY SYSTEM - SCIE,2228,2.624,Q3,0.46,100.00%
LUNG,1432-1750,RESPIRATORY SYSTEM - SCIE,3180,2.584,Q3,0.59,11.15%
Clinical Respiratory Journal,1752-699X,RESPIRATORY SYSTEM - SCIE,2225,2.57,Q3,0.59,4.00%
JOURNAL OF ASTHMA,1532-4303,RESPIRATORY SYSTEM - SCIE,5004,2.515,Q3,0.56,7.50%
EXPERIMENTAL LUNG RESEARCH,1521-0499,RESPIRATORY SYSTEM - SCIE,1567,2.459,Q4,0.52,3.28%
Chronic Respiratory Disease,1479-9731,RESPIRATORY SYSTEM - SCIE,1252,2.444,Q4,0.61,100.00%
COPD-Journal of Chronic Obstructive Pulmonary Disease,1541-2563,RESPIRATORY SYSTEM - SCIE,2791,2.409,Q4,0.64,12.44%
Canadian Respiratory Journal,1916-7245,RESPIRATORY SYSTEM - SCIE,1893,2.409,Q4,0.47,100.00%
INTERNATIONAL JOURNAL OF TUBERCULOSIS AND LUNG DISEASE,1815-7920,RESPIRATORY SYSTEM - SCIE,8150,2.373,Q4,0.65,6.37%
Respiratory Care,1943-3654,RESPIRATORY SYSTEM - SCIE,7084,2.258,Q4,0.54,0.00%
Annals of Thoracic Medicine,1998-3557,RESPIRATORY SYSTEM - SCIE,1050,2.219,Q4,0.47,100.00%
HEART & LUNG,1527-3288,RESPIRATORY SYSTEM - SCIE,3080,2.21,Q4,0.76,2.80%
RESPIRATORY PHYSIOLOGY & NEUROBIOLOGY,1878-1519,RESPIRATORY SYSTEM - SCIE,7515,1.931,Q4,0.58,3.67%
Interactive Cardiovascular and Thoracic Surgery,1569-9285,RESPIRATORY SYSTEM - SCIE,6701,1.905,Q4,0.54,0.36%
THORACIC AND CARDIOVASCULAR SURGEON,1439-1902,RESPIRATORY SYSTEM - SCIE,2225,1.827,Q4,0.41,2.22%
Thoracic Surgery Clinics,1558-5069,RESPIRATORY SYSTEM - SCIE,1127,1.75,Q4,0.6,0.64%
Pediatric Allergy Immunology and Pulmonology,2151-3228,RESPIRATORY SYSTEM - SCIE,376,1.349,Q4,0.26,5.15%
Respiratory Medicine and Research,2590-0412,RESPIRATORY SYSTEM - SCIE,35,1.125,Q4,0.29,6.38%
SARCOIDOSIS VASCULITIS AND DIFFUSE LUNG DISEASES,1124-0490,RESPIRATORY SYSTEM - SCIE,1387,0.67,Q4,0.14,0.00%
REVUE DES MALADIES RESPIRATOIRES,1776-2588,RESPIRATORY SYSTEM - SCIE,840,0.622,Q4,0.12,0.00%
Nature Reviews Rheumatology,1759-4804,RHEUMATOLOGY - SCIE,12069,20.543,Q1,2.94,0.00%
ANNALS OF THE RHEUMATIC DISEASES,1468-2060,RHEUMATOLOGY - SCIE,58006,19.103,Q1,3.82,32.83%
Arthritis & Rheumatology,2326-5205,RHEUMATOLOGY - SCIE,16730,10.995,Q1,2.71,21.67%
Lancet Rheumatology,2665-9913,RHEUMATOLOGY - SCIE,1395,8.136,Q1,1.74,8.75%
RHEUMATOLOGY,1462-0332,RHEUMATOLOGY - SCIE,26132,7.58,Q1,1.46,25.43%
OSTEOARTHRITIS AND CARTILAGE,1522-9653,RHEUMATOLOGY - SCIE,21754,6.576,Q1,1.68,13.32%
SEMINARS IN ARTHRITIS AND RHEUMATISM,1532-866X,RHEUMATOLOGY - SCIE,8783,5.532,Q1,1.01,12.78%
Therapeutic Advances in Musculoskeletal Disease,1759-7218,RHEUMATOLOGY - SCIE,1291,5.346,Q1,0.84,85.07%
ARTHRITIS RESEARCH & THERAPY,1478-6362,RHEUMATOLOGY - SCIE,21255,5.156,Q2,1.24,100.00%
RMD Open,2056-5933,RHEUMATOLOGY - SCIE,2761,5.117,Q2,1.06,93.39%
CURRENT OPINION IN RHEUMATOLOGY,1531-6963,RHEUMATOLOGY - SCIE,5866,5.006,Q2,0.75,3.49%
JOINT BONE SPINE,1778-7254,RHEUMATOLOGY - SCIE,4797,4.929,Q2,0.84,5.86%
ARTHRITIS CARE & RESEARCH,2151-4658,RHEUMATOLOGY - SCIE,20470,4.794,Q2,1.32,12.63%
JOURNAL OF RHEUMATOLOGY,1499-2752,RHEUMATOLOGY - SCIE,25867,4.666,Q2,1.08,0.84%
Current Rheumatology Reports,1534-6307,RHEUMATOLOGY - SCIE,3878,4.592,Q2,1.11,13.88%
CLINICAL AND EXPERIMENTAL RHEUMATOLOGY,1593-098X,RHEUMATOLOGY - SCIE,11511,4.473,Q2,0.79,0.00%
Lupus Science & Medicine,2053-8790,RHEUMATOLOGY - SCIE,921,4.235,Q2,0.82,99.21%
BEST PRACTICE & RESEARCH IN CLINICAL RHEUMATOLOGY,1521-1770,RHEUMATOLOGY - SCIE,4898,4.098,Q3,0.77,4.42%
SCANDINAVIAN JOURNAL OF RHEUMATOLOGY,1502-7732,RHEUMATOLOGY - SCIE,3968,3.641,Q3,0.76,9.76%
JCR-JOURNAL OF CLINICAL RHEUMATOLOGY,1536-7355,RHEUMATOLOGY - SCIE,2391,3.517,Q3,0.53,4.07%
Rheumatology and Therapy,2198-6584,RHEUMATOLOGY - SCIE,833,3.494,Q3,0.83,100.00%
Pediatric Rheumatology,1546-0096,RHEUMATOLOGY - SCIE,2009,3.054,Q3,0.93,100.00%
Modern Rheumatology,1439-7609,RHEUMATOLOGY - SCIE,4418,3.023,Q3,0.68,12.18%
CLINICAL RHEUMATOLOGY,1434-9949,RHEUMATOLOGY - SCIE,11988,2.98,Q3,0.74,10.32%
LUPUS,1477-0962,RHEUMATOLOGY - SCIE,8616,2.911,Q3,0.71,3.99%
RHEUMATIC DISEASE CLINICS OF NORTH AMERICA,1558-3163,RHEUMATOLOGY - SCIE,2944,2.67,Q4,0.83,3.60%
RHEUMATOLOGY INTERNATIONAL,1437-160X,RHEUMATOLOGY - SCIE,8885,2.631,Q4,0.6,20.71%
International Journal of Rheumatic Diseases,1756-185X,RHEUMATOLOGY - SCIE,3936,2.454,Q4,0.6,4.34%
BMC MUSCULOSKELETAL DISORDERS,1471-2474,RHEUMATOLOGY - SCIE,15411,2.362,Q4,0.71,100.00%
Advances in Rheumatology,2523-3106,RHEUMATOLOGY - SCIE,254,2.235,Q4,0.44,100.00%
Archives of Rheumatology,1309-0283,RHEUMATOLOGY - SCIE,386,1.472,Q4,0.25,83.50%
ZEITSCHRIFT FUR RHEUMATOLOGIE,1435-1250,RHEUMATOLOGY - SCIE,1151,1.372,Q4,0.36,10.79%
Acta Reumatologica Portuguesa,0303-464X,RHEUMATOLOGY - SCIE,543,1.29,Q4,0.26,100.00%
AKTUELLE RHEUMATOLOGIE,1438-9940,RHEUMATOLOGY - SCIE,62,0.2,Q4,0.06,0.81%
BRITISH JOURNAL OF SPORTS MEDICINE,1473-0480,SPORT SCIENCES - SCIE,30986,13.8,Q1,3.05,19.37%
SPORTS MEDICINE,1179-2035,SPORT SCIENCES - SCIE,23632,11.136,Q1,2.09,27.98%
Journal of Sport and Health Science,2213-2961,SPORT SCIENCES - SCIE,2746,7.179,Q1,1.73,100.00%
Qualitative Research in Sport Exercise and Health,2159-6778,SPORT SCIENCES - SCIE,1609,6.736,Q1,1.44,1.57%
EXERCISE IMMUNOLOGY REVIEW,1077-5552,SPORT SCIENCES - SCIE,1093,6.308,Q1,0.71,0.00%
EXERCISE AND SPORT SCIENCES REVIEWS,1538-3008,SPORT SCIENCES - SCIE,4053,6.23,Q1,0.9,5.88%
AMERICAN JOURNAL OF SPORTS MEDICINE,1552-3365,SPORT SCIENCES - SCIE,42234,6.202,Q1,2.29,2.05%
MEDICINE AND SCIENCE IN SPORTS AND EXERCISE,1530-0315,SPORT SCIENCES - SCIE,43775,5.411,Q1,1.76,6.47%
Journal of the International Society of Sports Nutrition,1550-2783,SPORT SCIENCES - SCIE,2467,5.15,Q1,1.19,100.00%
Sports Medicine-Open,2198-9761,SPORT SCIENCES - SCIE,1086,4.83,Q1,0.95,100.00%
PSYCHOLOGY OF SPORT AND EXERCISE,1878-5476,SPORT SCIENCES - SCIE,7897,4.785,Q1,1.31,4.18%
ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY,1526-3231,SPORT SCIENCES - SCIE,20208,4.772,Q1,1.72,1.23%
JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,1938-1344,SPORT SCIENCES - SCIE,9650,4.751,Q1,1.51,0.81%
Research in Sports Medicine,1543-8635,SPORT SCIENCES - SCIE,1372,4.674,Q1,1.32,1.09%
INTERNATIONAL JOURNAL OF SPORT NUTRITION AND EXERCISE METABOLISM,1543-2742,SPORT SCIENCES - SCIE,3539,4.599,Q1,1.12,1.41%
KNEE SURGERY SPORTS TRAUMATOLOGY ARTHROSCOPY,1433-7347,SPORT SCIENCES - SCIE,21052,4.342,Q1,1.53,14.28%
JOURNAL OF SCIENCE AND MEDICINE IN SPORT,1878-1861,SPORT SCIENCES - SCIE,10210,4.319,Q1,1.4,5.19%
SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS,1600-0838,SPORT SCIENCES - SCIE,12658,4.221,Q1,1.42,16.96%
JOURNAL OF TEACHING IN PHYSICAL EDUCATION,1543-2769,SPORT SCIENCES - SCIE,2523,4.155,Q1,1.85,1.42%
SPORT EDUCATION AND SOCIETY,1470-1243,SPORT SCIENCES - SCIE,3140,4.119,Q1,1.91,5.21%
European Journal of Sport Science,1536-7290,SPORT SCIENCES - SCIE,5190,4.05,Q1,1.3,1.79%
International Journal of Sports Physiology and Performance,1555-0273,SPORT SCIENCES - SCIE,7463,4.01,Q1,1.35,0.82%
ARCHIVES OF PHYSICAL MEDICINE AND REHABILITATION,1532-821X,SPORT SCIENCES - SCIE,30690,3.966,Q2,1.43,3.16%
Sports Health-A Multidisciplinary Approach,1941-0921,SPORT SCIENCES - SCIE,2942,3.843,Q2,1.13,1.83%
JOURNAL OF STRENGTH AND CONDITIONING RESEARCH,1533-4287,SPORT SCIENCES - SCIE,24341,3.775,Q2,1.17,0.96%
JOURNAL OF SPORT MANAGEMENT,1543-270X,SPORT SCIENCES - SCIE,3610,3.691,Q2,1,0.79%
CLINICAL JOURNAL OF SPORT MEDICINE,1536-3724,SPORT SCIENCES - SCIE,5012,3.638,Q2,1.08,0.00%
JOURNAL OF APPLIED SPORT PSYCHOLOGY,1533-1571,SPORT SCIENCES - SCIE,2837,3.585,Q2,1.07,0.78%
JOURNAL OF APPLIED PHYSIOLOGY,1522-1601,SPORT SCIENCES - SCIE,48946,3.531,Q2,1.05,3.34%
JOURNAL OF SPORTS SCIENCES,1466-447X,SPORT SCIENCES - SCIE,17304,3.337,Q2,1.16,2.14%
INTERNATIONAL JOURNAL OF SPORTS MEDICINE,1439-3964,SPORT SCIENCES - SCIE,9853,3.118,Q2,0.9,1.31%
Journal of Exercise Science & Fitness,1728-869X,SPORT SCIENCES - SCIE,514,3.103,Q2,0.88,100.00%
EUROPEAN JOURNAL OF APPLIED PHYSIOLOGY,1439-6327,SPORT SCIENCES - SCIE,19176,3.078,Q2,0.96,22.48%
JOURNAL OF SHOULDER AND ELBOW SURGERY,1058-2746,SPORT SCIENCES - SCIE,16721,3.019,Q2,1.14,2.65%
JOURNAL OF SPORT & EXERCISE PSYCHOLOGY,1543-2904,SPORT SCIENCES - SCIE,5742,3.016,Q2,0.84,1.83%
Journal of Sports Science and Medicine,1303-2968,SPORT SCIENCES - SCIE,4651,2.988,Q2,0.89,100.00%
ADAPTED PHYSICAL ACTIVITY QUARTERLY,1543-2777,SPORT SCIENCES - SCIE,1651,2.929,Q2,0.98,0.00%
JOURNAL OF REHABILITATION MEDICINE,1651-2081,SPORT SCIENCES - SCIE,6773,2.912,Q2,0.98,100.00%
QUEST,1543-2750,SPORT SCIENCES - SCIE,2179,2.91,Q2,1.46,0.00%
JOURNAL OF ATHLETIC TRAINING,1938-162X,SPORT SCIENCES - SCIE,7924,2.86,Q2,0.92,2.65%
GAIT & POSTURE,1879-2219,SPORT SCIENCES - SCIE,18460,2.84,Q2,0.88,3.20%
Sports Biomechanics,1752-6116,SPORT SCIENCES - SCIE,1547,2.832,Q2,0.77,0.38%
Science and Medicine in Football,2473-4446,SPORT SCIENCES - SCIE,497,2.815,Q2,0.83,2.44%
BIOLOGY OF SPORT,2083-1862,SPORT SCIENCES - SCIE,1255,2.806,Q2,0.93,100.00%
Orthopaedic Journal of Sports Medicine,2325-9671,SPORT SCIENCES - SCIE,4653,2.727,Q3,0.89,99.91%
Applied Physiology Nutrition and Metabolism,1715-5320,SPORT SCIENCES - SCIE,7321,2.665,Q3,0.78,5.62%
JOURNAL OF ORTHOPAEDIC TRAUMA,1531-2291,SPORT SCIENCES - SCIE,10850,2.512,Q3,0.81,0.81%
RESEARCH QUARTERLY FOR EXERCISE AND SPORT,2168-3824,SPORT SCIENCES - SCIE,5627,2.5,Q3,0.74,0.65%
JOURNAL OF ELECTROMYOGRAPHY AND KINESIOLOGY,1873-5711,SPORT SCIENCES - SCIE,6544,2.368,Q3,0.75,5.88%
PHYSICAL THERAPY IN SPORT,1466-853X,SPORT SCIENCES - SCIE,2382,2.365,Q3,0.94,1.21%
PEDIATRIC EXERCISE SCIENCE,1543-2920,SPORT SCIENCES - SCIE,2327,2.333,Q3,0.86,0.00%
Measurement in Physical Education and Exercise Science,1532-7841,SPORT SCIENCES - SCIE,947,2.304,Q3,1.14,1.67%
PM&R,1934-1563,SPORT SCIENCES - SCIE,4703,2.298,Q3,0.73,3.13%
PHYSICIAN AND SPORTSMEDICINE,2326-3660,SPORT SCIENCES - SCIE,1918,2.241,Q3,0.75,1.16%
KNEE,1873-5800,SPORT SCIENCES - SCIE,6011,2.199,Q3,0.82,1.71%
Journal of Human Kinetics,1899-7562,SPORT SCIENCES - SCIE,2830,2.193,Q3,0.71,100.00%
CLINICS IN SPORTS MEDICINE,1556-228X,SPORT SCIENCES - SCIE,2732,2.182,Q3,0.95,1.41%
HUMAN MOVEMENT SCIENCE,1872-7646,SPORT SCIENCES - SCIE,6137,2.161,Q3,0.69,3.63%
AMERICAN JOURNAL OF PHYSICAL MEDICINE & REHABILITATION,1537-7385,SPORT SCIENCES - SCIE,7281,2.159,Q3,0.8,1.52%
STRENGTH AND CONDITIONING JOURNAL,1533-4295,SPORT SCIENCES - SCIE,1927,2.143,Q3,0.59,0.94%
SOCIOLOGY OF SPORT JOURNAL,1543-2785,SPORT SCIENCES - SCIE,1866,2.134,Q3,0.88,2.00%
CLINICAL BIOMECHANICS,1879-1271,SPORT SCIENCES - SCIE,10509,2.063,Q3,0.68,4.60%
SPORTS MEDICINE AND ARTHROSCOPY REVIEW,1538-1951,SPORT SCIENCES - SCIE,1100,1.985,Q3,0.26,0.00%
HIGH ALTITUDE MEDICINE & BIOLOGY,1557-8682,SPORT SCIENCES - SCIE,1570,1.981,Q3,0.57,4.73%
JOURNAL OF AGING AND PHYSICAL ACTIVITY,1543-267X,SPORT SCIENCES - SCIE,2679,1.961,Q3,0.61,0.35%
International Journal of Performance Analysis in Sport,1474-8185,SPORT SCIENCES - SCIE,2026,1.95,Q3,0.6,1.17%
BMC Sports Science Medicine and Rehabilitation,2052-1847,SPORT SCIENCES - SCIE,944,1.934,Q4,0.69,100.00%
JOURNAL OF SPORT REHABILITATION,1543-3072,SPORT SCIENCES - SCIE,2377,1.931,Q4,0.84,0.24%
JOURNAL OF APPLIED BIOMECHANICS,1543-2688,SPORT SCIENCES - SCIE,2658,1.833,Q4,0.56,0.56%
Current Sports Medicine Reports,1537-8918,SPORT SCIENCES - SCIE,1898,1.733,Q4,0.25,0.00%
JOURNAL OF SPORTS MEDICINE AND PHYSICAL FITNESS,1827-1928,SPORT SCIENCES - SCIE,4411,1.637,Q4,0.59,0.00%
WILDERNESS & ENVIRONMENTAL MEDICINE,1545-1534,SPORT SCIENCES - SCIE,1433,1.518,Q4,0.55,3.79%
SPORT PSYCHOLOGIST,1543-2793,SPORT SCIENCES - SCIE,2441,1.453,Q4,0.54,0.00%
Kinesiology,1848-638X,SPORT SCIENCES - SCIE,761,1.452,Q4,0.55,100.00%
MOTOR CONTROL,1543-2696,SPORT SCIENCES - SCIE,874,1.422,Q4,0.5,0.99%
Revista Internacional de Medicina y Ciencias de la Actividad Fisica y del Deporte,1577-0354,SPORT SCIENCES - SCIE,766,1.406,Q4,0.4,100.00%
ACSMS HEALTH & FITNESS JOURNAL,1536-593X,SPORT SCIENCES - SCIE,347,1.364,Q4,0.35,0.00%
JOURNAL OF MOTOR BEHAVIOR,1940-1027,SPORT SCIENCES - SCIE,2775,1.328,Q4,0.46,2.23%
Proceedings of the Institution of Mechanical Engineers Part P-Journal of Sports Engineering and Technology,1754-338X,SPORT SCIENCES - SCIE,455,1.263,Q4,0.4,3.49%
Archives of Budo,1643-8698,SPORT SCIENCES - SCIE,441,1.113,Q4,0.44,0.00%
SPORTVERLETZUNG-SPORTSCHADEN,1439-1236,SPORT SCIENCES - SCIE,258,1.077,Q4,0.43,0.00%
PHYSIKALISCHE MEDIZIN REHABILITATIONSMEDIZIN KURORTMEDIZIN,1439-085X,SPORT SCIENCES - SCIE,197,0.903,Q4,0.24,0.85%
SCIENCE & SPORTS,0765-1597,SPORT SCIENCES - SCIE,638,0.789,Q4,0.19,0.47%
MEDICINA DELLO SPORT,1827-1863,SPORT SCIENCES - SCIE,386,0.723,Q4,0.21,0.00%
INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY,0047-0767,SPORT SCIENCES - SCIE,1334,0.6,Q4,0.22,0.00%
Revista Brasileira de Medicina do Esporte,1806-9940,SPORT SCIENCES - SCIE,903,0.589,Q4,0.13,100.00%
ISOKINETICS AND EXERCISE SCIENCE,1878-5913,SPORT SCIENCES - SCIE,587,0.519,Q4,0.16,0.00%
OPERATIVE TECHNIQUES IN SPORTS MEDICINE,1557-9794,SPORT SCIENCES - SCIE,398,0.28,Q4,0.14,0.00%
TOBACCO CONTROL,1468-3318,SUBSTANCE ABUSE - SCIE,10279,7.552,Q1,2.49,23.36%
ADDICTION,1360-0443,SUBSTANCE ABUSE - SCIE,23843,6.526,Q1,1.92,24.75%
DRUG AND ALCOHOL DEPENDENCE,1879-0046,SUBSTANCE ABUSE - SCIE,25688,4.492,Q1,1.25,7.10%
ADDICTION BIOLOGY,1369-1600,SUBSTANCE ABUSE - SCIE,5483,4.28,Q1,1.32,11.28%
NICOTINE & TOBACCO RESEARCH,1469-994X,SUBSTANCE ABUSE - SCIE,11360,4.244,Q1,1.5,14.42%
ADDICTIVE BEHAVIORS,1873-6327,SUBSTANCE ABUSE - SCIE,17650,3.913,Q2,1.3,2.93%
International Journal of Mental Health and Addiction,1557-1882,SUBSTANCE ABUSE - SCIE,3487,3.836,Q2,0.83,23.29%
AMERICAN JOURNAL OF DRUG AND ALCOHOL ABUSE,1097-9891,SUBSTANCE ABUSE - SCIE,3545,3.829,Q2,1.17,3.24%
Substance Abuse,1547-0164,SUBSTANCE ABUSE - SCIE,2306,3.716,Q2,0.81,4.53%
Journal of Addiction Medicine,1935-3227,SUBSTANCE ABUSE - SCIE,2391,3.702,Q2,0.97,5.84%
